['jpegs/Jo\xc5\xbea_Mahni\xc4\x8d', 0.470984436476978, 0.22974850559852586, 0.7122203673554302, 1.2806248474865698, 1.6866766283969457, 1.073057776381585, 0.7064766547154671]
['jpegs/part1-page-001_c2', 0.5110970894354268, 0.23714624355401198, 0.7999780530293636, 1.38, 1.88, 1.1637277411378668, 0.7752319651875322]
['jpegs/part1-page-002_c2', 0.5202998238942425, 0.26544700959748346, 0.8366227059074878, 1.186046511627907, 1.6513265559141146, 1.1257607119384232, 0.8489394880461679]
['jpegs/part1-page-004_c1', 0.5019760966292873, 0.2350522992153012, 0.8087785164527442, 1.1452652610534424, 1.5361366464058241, 1.0960942130725808, 0.6960901029360086]
['jpegs/part1-page-004_c2', 0.447198816220868, 0.18182449066744885, 0.7235533233734096, 1.1079282788131706, 1.522275439995332, 1.1803194198692628, 0.6404860207164468]
['jpegs/part1-page-004', 0.4720896016202789, 0.2193172165007595, 0.7360137096127183, 1.2093044544604308, 1.6473477613546414, 1.1347861494862828, 0.6579957594514961]
['jpegs/part1-page-005_c2', 0.45300059675192234, 0.2030692330267238, 0.7966945070086228, 1.2608695652173914, 1.8048715845380712, 1.2078250402092676, 0.7938504747405427]
['jpegs/part1-page-008_c2', 0.4545299323075158, 0.23154458407255288, 0.8185294365291272, 1.2219205506830788, 1.755122245526604, 1.2345914325010299, 0.7745710640096948]
['jpegs/part1-page-009_c2', 0.4594970111970517, 0.21826108031859956, 0.7700003256178339, 1.25, 1.7190340674343834, 1.3707655759900617, 0.975609756097561]
['jpegs/part1-page-010_c', 0.5027155352278503, 0.24470014577829188, 0.9107282149380332, 1.6355678126327202, 2.272181923286979, 1.267386957603456, 0.8564723029437403]
['jpegs/part1-page-010', 0.553859306434187, 0.2572332033172308, 0.8383453666422256, 1.6155085542697836, 2.1589568394649348, 1.232054098934203, 0.9310006324651072]
['jpegs/part1-page-011_c1', 0.4651470351734486, 0.25469498773954924, 0.7709446206988386, 1.3877224832522497, 1.855633220800906, 1.2120478301395816, 0.8829059232208197]
['jpegs/part1-page-011_c2', 0.4831235603921975, 0.22143163184642387, 0.8253360823366708, 1.2201637351167134, 1.6778107230900021, 1.2521777711214355, 0.984824040638552]
['jpegs/part1-page-012_c2', 0.4960476148575131, 0.20486942600372887, 0.8188722530981168, 1.259748075574809, 1.7396521043652122, 1.208452010524817, 0.9544359066648453]
['jpegs/part2-page-001_c', 0.4669436070661326, 0.19083680232362749, 0.7301289169003771, 1.6511627906976745, 2.2094247212118363, 1.1179659916968305, 0.7790447143699261]
['jpegs/part2-page-002_c', 0.47352027758819076, 0.21939765852077436, 0.850627920136622, 1.173913043478261, 1.6521739130434783, 1.1290482934799546, 0.8387479899177545]
['jpegs/part2-page-003_guy_chambrun_c', 0.4420848176879184, 0.1836352319626738, 0.7346668671448655, 1.3829787234042554, 1.9148936170212767, 1.096869260137416, 0.773590283254391]
['jpegs/part2-page-003_ivi_chambrun_c', 0.5187206559415871, 0.2690916094070896, 0.8742015741319277, 1.4212962754095555, 1.9210526315789473, 1.1135205181828767, 0.8711170720252114]
['jpegs/part2-page-004_c2', 0.48618042525082794, 0.18792366619448395, 0.8563583434262656, 1.157794516585126, 1.578865523298689, 1.2545157898311512, 0.88]
['jpegs/part2-page-005_c2', 0.46153846153846156, 0.19592903113457202, 0.7762552756161488, 1.178383563514274, 1.6425952703532307, 1.201002379307354, 0.7093084682410771]
['jpegs/part2-page-006_c1', 0.5071931142108477, 0.20339413122444727, 0.8984563737449301, 1.1660190581423466, 1.6324266813992854, 1.0578696447025073, 0.6994406711052525]
['jpegs/part2-page-007_c2', 0.5038074814581415, 0.2336657678087457, 0.8466251180121277, 1.0951463750034107, 1.523372733534249, 1.245574384948198, 0.9762171889492626]
['jpegs/part2-page-008_suzanneJulius_c1', 0.4155178559917519, 0.168705726432677, 0.7346312783893643, 0.9452160577732586, 1.3424096952378837, 1.242537690871286, 0.6328543479631885]
['jpegs/part2-page-008_suzanneJulius_c2', 0.43545926253256456, 0.19862145365896033, 0.7815013179941898, 1.2361593293910171, 1.7460180360336084, 1.2391459366135735, 0.7009936775931042]
['jpegs/part2-page-009_cl2', 0.4882058026768252, 0.22648749402806406, 0.809816490967863, 1.322973977703863, 1.7741935483870968, 1.244498482590556, 0.8202438661763951]
['jpegs/part2-page-009_cr2', 0.4737749079645269, 0.22129085668600312, 0.7789042170281479, 1.321571687097575, 1.7322996475683752, 1.1343558231477282, 0.8036416953455863]
['jpegs/part2-page-011_joza_mahnic_c2', 0.4630108907653472, 0.23742064713423064, 0.7340633729789131, 1.2601969539629572, 1.6905779632384408, 1.0806518746560485, 0.7884250921380641]
['jpegs/part2-page-012_c1', 0.46315147994082323, 0.1895441442832251, 0.7742148304183978, 1.3133962637007714, 1.7686232122894525, 1.2179092869490893, 0.8495380028383324]
['jpegs/part2-page-012', 0.4793861053396464, 0.19340789358065208, 0.7437179251736428, 1.1972512092795062, 1.584997339557528, 1.054919437594672, 0.732082490037845]
